DAY,TIME,PH,SUNLIGHT,HUMIDITY,TEMPERATURE,SOIL MOISTURE,WATER LEVEL
day1,35:42.0,6.67,0,71.6,27.7,682,246
day1,45:44.0,6.67,0,71.7,27.6,683,246
day1,55:46.1,6.63,0,71.4,27.7,682,245
day1,05:48.2,6.63,0,69.8,27.7,685,247
day1,15:50.3,6.67,0,66.5,27.6,685,247
day1,25:52.3,6.74,0,66.2,27.7,685,247
day1,35:54.4,6.67,0,67.1,27.7,684,246
day1,45:56.5,6.59,0,65,27.7,685,246
day1,55:58.6,6.63,0,64.5,27.7,682,246
day1,06:00.7,6.59,0,65.7,27.8,685,246
day1,16:02.7,6.59,0,65.7,27.7,684,245
day1,26:04.8,6.56,0,65.6,27.6,684,246
day2,52:33.4,6.48,225,67.2,29.6,684,217
day2,02:35.4,6.67,227,62.5,31.3,683,221
day2,12:37.4,6.89,227,59.6,32.6,685,229
day2,22:39.3,7.33,223,60.9,31.8,685,227
day2,32:41.3,7.33,228,58.6,33,682,223
day2,42:43.3,7.22,228,56.8,33.5,685,219
day2,52:45.2,6.89,223,54.5,34.6,685,216
day2,02:47.1,6.85,227,57.6,33,684,214
day2,12:49.0,6.67,219,56.3,33.7,683,210
day2,22:50.8,6.48,219,61,31.4,686,208
day2,32:52.7,6.33,219,63.5,30.5,684,206
day2,42:54.5,6.19,219,63.4,30.5,686,208
day2,52:56.4,6.33,219,63,30.9,685,207
day2,02:58.2,6.19,217,63.3,30.3,684,207
day2,12:59.9,6.26,211,66.1,29.3,684,208
day2,23:01.7,6.26,210,66,29.3,684,206
day2,33:03.4,6.11,209,66.9,29.1,685,207
day2,43:05.2,6.19,207,68.2,29,684,209
day2,53:06.9,6.33,207,67.1,29,682,207
day2,03:08.7,6.22,209,68.4,29.1,684,208
day2,13:10.4,6.26,210,66.9,29.1,684,210
day2,23:12.2,6.33,211,67.5,29,682,208
day2,33:14.0,6.33,213,66.5,29.3,684,210
day2,43:15.8,6.33,213,66.1,29.3,683,209
day2,53:17.6,6.33,213,66.6,29.5,684,209
day2,03:19.4,6.33,216,66.1,29.4,684,211
day2,13:21.1,6.48,213,65.7,29.6,684,208
day2,23:22.9,6.33,209,65.3,29.6,685,209
day2,33:24.6,6.33,208,65.2,29.5,684,209
day2,43:26.4,6.33,206,64.5,29.6,684,211
day2,53:28.1,6.45,209,63.1,29.5,685,210
day2,03:29.8,6.48,209,62.6,29.4,683,210
day2,13:31.6,6.37,207,63,29.5,682,210
day2,23:33.3,6.37,206,63.5,29.6,682,208
day2,33:35.0,6.3,205,63.3,29.5,684,210
day2,43:36.7,6.33,205,63.4,29.6,685,210
day2,53:38.4,6.33,205,61.3,29.5,684,209
day2,03:40.1,6.3,206,63.1,29.4,684,210
day2,13:41.7,6.33,204,62.4,29.5,685,211
day2,23:43.4,6.41,204,61.8,29.5,684,211
day2,33:45.1,6.33,203,62.1,29.4,685,211
day2,43:46.8,6.45,203,61.5,29.1,684,210
day2,53:48.5,6.3,203,63.8,29.1,685,209
day2,03:50.1,6.19,204,62.8,29.4,685,211
day2,13:51.8,6.33,202,65.1,29.1,684,212
day2,23:53.5,6.33,202,64.1,28.8,684,212
day2,33:55.1,6.33,200,64.4,29,684,212
day2,43:56.8,6.33,200,65.1,28.9,682,211
day2,53:58.4,6.33,199,63.5,29.1,685,212
day2,04:00.1,6.59,199,65,28.8,683,212
day2,14:01.7,6.33,199,64.5,28.8,685,211
day2,24:03.3,6.26,196,63.5,28.8,682,212
day2,34:04.9,6.33,195,64.4,28.7,684,212
day2,44:09.9,6.33,195,65.5,28.7,685,213
day2,54:11.4,6.33,192,66.6,28.6,684,212
day2,04:12.9,6.33,189,66.4,28.7,684,213
day2,14:14.4,6.33,189,65,28.6,684,214
day2,24:15.9,6.33,183,65.4,28.5,682,213
day2,34:17.2,6.33,178,66.2,28.5,682,213
day2,44:18.5,6.33,169,66.9,28.4,685,216
day2,54:19.6,6.37,159,67.4,28.1,683,214
day2,04:20.7,6.33,139,67.7,28.2,685,214
day2,14:22.2,6.33,110,69.2,28,684,216
day2,24:23.2,6.33,44,68.6,28.1,685,215
day2,34:25.2,6.26,0,68.5,28,685,217
day2,44:27.3,6.33,0,68.6,28,684,218
day3,49:44.3,6.67,123,75.4,26.1,684,219
day3,59:45.6,6.93,160,75.6,26.2,681,228
day3,09:47.0,7.48,177,76.2,26.3,684,234
day3,19:48.6,7.85,193,75.7,26.4,684,233
day3,29:50.4,7.77,199,75.1,26.5,684,226
day3,39:52.2,7.33,208,74.3,26.6,684,222
day3,49:54.0,7.22,218,72.6,27.6,683,221
day3,59:55.9,7.22,222,69.7,28.6,684,219
day3,09:57.6,7.07,221,69.7,28.8,682,217
day3,19:59.5,6.96,214,70.5,28.5,682,215
day3,30:01.4,6.89,218,67.8,29.3,684,215
day3,40:03.3,6.89,225,64.5,30.6,682,212
day3,50:05.1,6.74,220,65.2,30.6,684,212
day3,00:07.0,6.67,216,65.1,30.2,683,212
day3,10:08.9,6.74,219,64.3,30.6,685,211
day3,20:10.7,6.59,220,62.9,30.5,684,210
day3,30:12.6,7.04,219,63.9,29.6,685,210
day3,40:14.4,6.59,218,64.6,29.7,684,209
day3,50:16.3,6.52,219,63.4,29.4,684,208
day3,00:18.1,6.56,219,63.8,29.3,684,209
day3,10:20.0,6.59,216,62.9,29.8,682,209
day3,20:21.8,6.63,219,62.6,29.8,683,209
day3,30:23.7,6.63,218,62.8,29.6,682,209
day3,40:25.5,6.67,218,62.4,29.8,682,209
day3,50:27.4,6.63,217,62.9,29.7,684,209
day3,00:29.2,6.59,217,61.5,29.4,684,208
day3,10:31.0,6.59,217,62.9,29.4,682,208
day3,20:32.8,6.59,210,63,29.6,681,209
day3,30:34.6,6.63,215,62.6,29.7,684,210
day3,40:36.4,6.59,212,62,29.6,683,210
day3,50:38.2,6.67,214,62.5,29.5,684,211
day3,00:40.0,6.59,213,62,29.4,682,209
day3,10:41.8,6.59,212,59.6,29.3,684,211
day3,20:43.5,6.67,213,63.6,29.5,684,210
day3,30:45.3,6.59,211,64,29.3,682,211
day3,40:47.1,6.63,207,63.3,29.4,684,211
day3,50:48.8,6.59,207,64.5,29,683,212
day3,00:50.6,6.63,207,65.2,29.2,684,213
day3,10:52.3,6.7,208,64.5,29.1,682,212
day3,20:54.0,6.63,209,63.5,29.3,682,213
day3,30:55.8,6.7,207,64.5,29.5,682,214
day3,40:57.5,6.63,207,63.2,29.1,685,215
day3,50:59.2,6.67,207,64.4,29,683,214
day3,01:00.9,6.63,206,64.8,29,682,216
day3,11:02.6,6.67,199,64.3,29,683,217
day3,21:04.3,6.67,205,62.9,28.9,684,218
day3,31:06.0,6.67,204,62.2,29.1,683,219
day3,41:07.7,6.67,204,64,29,684,219
day3,51:09.3,6.67,202,63.5,29,684,219
day3,01:11.0,6.63,203,63,29,682,220
day3,11:12.7,6.67,202,64.4,29,684,222
day3,21:14.3,6.89,201,63.5,28.9,682,221
day3,31:16.0,6.63,200,65.1,28.8,682,222
day3,41:17.6,6.63,199,63.2,28.8,682,223
day3,51:19.3,6.67,199,63.7,28.7,684,223
day3,01:20.9,6.59,198,64.5,28.8,684,224
day3,11:22.5,6.63,199,63.9,28.6,684,224
day3,21:24.1,6.59,197,65.2,28.4,685,225
day3,31:25.7,6.63,196,64.6,28.3,685,225
day3,41:27.3,6.74,195,64.7,28.3,684,226
day3,51:28.8,6.67,193,63.8,28.2,684,227
day3,01:30.4,6.63,190,64.4,28.3,684,227
day3,11:31.9,6.67,190,65.2,28.1,685,227
day3,21:33.4,6.63,185,65.4,28.1,682,227
day3,31:34.8,6.63,181,64.8,28.1,685,229
day3,41:36.1,6.67,177,64.2,28,684,228
day3,51:37.3,6.89,164,65.4,27.8,682,228
day3,01:38.4,6.59,146,65.4,27.9,684,227
day3,11:40.2,6.59,123,66,27.8,684,228
day3,21:41.5,6.59,80,66.4,27.8,684,229
day3,31:43.6,6.59,3,65.3,27.7,684,229
day3,41:45.7,6.59,0,66.1,27.6,685,229
day4,57:18.6,6.89,132,75.3,26.5,684,217
day4,07:19.7,7.22,142,76,26.4,684,222
day4,17:20.9,7.52,155,76.2,26.5,683,226
day4,27:22.3,7.74,178,75.4,26.6,684,227
day4,37:23.6,7.77,177,74.9,26.6,682,224
day4,47:25.1,7.66,182,75,26.8,684,223
day4,57:26.6,7.66,181,74,26.8,682,221
day4,07:28.2,7.52,184,72.4,26.8,684,220
day4,17:29.9,7.29,219,71,27.5,684,218
day4,27:31.8,7.37,222,70.4,27.5,682,217
day4,37:33.5,7.41,215,65.2,29.3,684,217
day4,47:35.4,7.33,206,69.6,28,682,215
day4,57:37.2,7.26,214,65.2,29.7,684,215
day4,07:39.0,7.22,216,66.3,29.2,683,214
day4,17:40.8,7.18,216,66.8,28.9,682,213
day4,27:42.6,7.11,214,68.9,27.9,684,214
day5,39:49.9,5.86,39,69.1,25.7,683,210
day5,49:51.0,6.74,111,68.9,25.7,682,212
day5,59:52.2,6.85,140,69,25.7,684,215
day5,09:53.7,6.96,184,68.6,25.8,684,216
day5,19:55.3,7.15,195,68.6,26,684,216
day5,29:57.0,7.22,201,68.8,26.1,684,217
day5,39:58.8,7.33,207,68,26.3,684,217
day5,50:00.7,7.37,223,65.2,27.5,684,216
day5,00:02.6,7.52,222,61.6,29.5,685,216
day5,10:04.5,7.55,223,58,31.1,682,214
day5,20:06.5,7.22,222,56.3,32.1,685,214
day5,30:08.4,7.07,222,54.4,32.7,683,212
day5,40:10.4,7.07,226,52.2,33.8,683,212
day5,50:12.3,6.96,226,50.3,34.5,683,211
day5,00:14.2,6.89,225,50.6,33.5,685,210
day5,10:16.0,6.89,210,51.7,33,682,210
day5,20:17.8,6.89,218,56.5,30.2,683,209
day5,30:19.7,7.07,218,57,29.5,685,209
day5,40:21.5,6.96,218,58.4,29.3,685,209
day5,50:23.3,7.04,218,58.2,29.5,685,209
day5,00:25.2,6.89,217,57.8,29.4,685,209
day5,10:27.0,7.07,218,57.3,29.8,685,210
day5,20:28.8,7.11,217,56.6,29.2,684,209
day5,30:30.7,7.07,217,57.5,29,684,210
day5,40:32.5,7.04,217,58.2,28.8,682,210
day5,50:34.3,6.96,213,58.5,29,683,210
day5,00:36.1,6.85,216,57.9,29.1,684,211
day5,10:38.0,6.85,215,57.6,29.5,684,210
day5,20:39.8,6.85,214,56.2,29.1,684,211
day5,30:41.6,6.89,214,57.4,29.5,684,211
day5,40:43.3,6.93,214,57.8,29.1,684,212
day5,50:45.1,6.96,212,57.6,29.1,682,210
day5,00:46.9,6.96,210,58,28.8,684,211
day5,10:48.7,6.96,210,57.8,28.9,683,211
day5,20:50.4,6.89,210,57.8,29,684,212
day5,30:52.2,6.93,210,57.3,29,683,211
day5,40:53.9,6.89,209,58.6,28.9,685,212
day5,50:55.6,6.89,207,57,28.6,684,213
day5,00:56.7,6.89,206,58.4,28.7,682,212
day5,10:57.8,6.89,206,58.7,28.9,682,212
day5,20:58.8,6.89,206,59.8,28.8,685,214
day5,31:00.3,7.37,204,59.5,28.7,685,214
day5,41:02.0,6.85,204,59.2,28.6,682,214
day5,51:03.7,6.89,203,59.3,28.7,684,214
day5,01:05.3,6.85,199,59.8,28.5,682,215
day5,11:07.0,6.89,203,59.2,28.4,682,215
day5,21:08.7,6.78,203,60.6,28.5,684,217
day5,31:10.4,6.85,201,59.4,28,682,217
day5,41:12.0,6.85,202,59.4,28.4,684,218
day5,51:13.7,6.74,201,60.4,28.3,685,220
day5,01:15.3,6.81,201,60.9,28,682,219
day5,11:17.0,6.74,200,58.9,28,684,221
day5,21:18.6,6.85,200,60.7,28.1,683,221
day5,31:20.2,6.74,199,60.4,28,684,222
day5,41:21.8,6.74,197,61,28,682,222
day5,51:23.4,6.74,195,61.5,28,684,223
day5,01:25.1,6.74,196,61.8,27.8,684,225
day5,11:26.6,6.74,196,60,27.9,684,225
day5,21:28.2,6.74,193,61.1,27.7,684,227
day5,31:29.7,6.74,192,62.6,27.7,684,228
day5,41:31.3,6.67,189,63,27.6,682,228
day5,51:32.8,6.74,188,62.8,27.5,684,228
day5,01:34.2,6.67,186,63.2,27.5,683,229
day5,11:35.7,6.67,183,63,27.4,684,229
day5,21:37.2,6.67,182,64.5,27.4,684,229
day5,31:38.6,6.67,180,64.3,27.3,684,229
day5,41:39.9,6.63,171,64.9,27.1,683,229
day5,51:41.0,6.63,162,64.8,27.1,684,229
day5,01:42.1,6.67,146,64.9,27.2,682,229
day5,11:43.9,6.67,122,64.7,27.1,682,229
day5,21:45.2,6.63,75,64.8,27,682,229
day6,07:47.7,5.3,174,73.8,25.5,683,202
day6,17:49.0,6.19,177,74.3,25.6,683,207
day6,27:50.6,6.56,194,74.7,25.7,682,208
day6,37:52.3,6.67,200,74.3,25.8,683,209
day6,47:54.0,6.85,205,74.2,26.1,682,209
day6,57:55.9,6.89,219,70.7,27.3,683,211
day6,07:57.7,7.07,220,67.6,28.6,684,212
day6,17:59.6,7.26,222,64,29.9,683,211
day6,28:01.5,7.33,223,60.7,31.1,684,213
day6,38:03.4,7.22,221,59.1,32.1,684,212
day6,48:05.3,6.85,222,57.8,32.1,682,211
day6,58:07.1,6.89,219,56.3,33,685,211
day6,08:09.0,6.85,216,56.4,32.7,681,210
day6,18:10.8,6.81,217,58.2,31.2,683,211
day6,28:12.6,6.85,217,58.1,30.2,684,209
day6,38:14.5,6.59,218,59.1,29.3,683,207
day6,48:16.3,6.56,218,58.5,29.4,683,206
day6,58:18.1,6.45,218,58.3,29.5,685,208
day6,08:20.0,6.56,217,58.5,29.7,685,207
day6,18:21.8,6.48,217,57.6,29.4,684,208
day6,28:23.6,6.59,217,60,30,682,207
day6,38:25.5,6.48,216,58.4,29.6,683,205
day6,48:27.3,6.3,216,58.4,29.4,683,208
day6,58:29.1,6.37,216,59.2,29.3,685,206
day6,08:30.9,6.26,214,58.8,28.8,682,209
day6,18:32.7,6.26,214,60.1,28.7,682,207
day6,28:34.5,6.3,213,60,28.7,683,208
day6,38:36.3,6.33,212,61,29,684,208
day6,48:38.0,6.33,212,60.5,29.3,682,208
day6,58:39.8,6.33,210,60.6,29.1,685,208
day6,08:41.6,6.19,210,61.2,28.9,684,210
day6,18:43.3,6.37,209,60.6,29,683,209
day6,28:45.0,6.26,208,61.4,28.6,684,209
day6,38:46.8,6.15,207,61.5,28.7,684,211
day6,48:48.5,6.33,206,61.3,28.9,684,210
day6,58:50.2,6.19,206,62.3,28.7,684,212
day6,08:51.9,6.3,205,61.6,28.8,684,213
day6,18:53.6,6.33,205,62.8,28.9,684,212
day6,28:55.3,6.26,204,62.3,28.7,683,215
day6,38:57.0,6.33,204,63.2,28.6,684,214
day6,48:58.6,6.26,203,61.7,28.6,682,215
day6,59:00.3,6.3,202,62.8,28.6,682,215
day6,09:02.0,6.19,201,61,28.6,685,218
day6,19:03.6,6.37,201,61.9,28.6,684,217
day6,29:05.3,6.3,201,61.4,28.5,682,218
day6,39:06.9,6.3,201,61.5,28.3,682,218
day6,49:08.6,6.19,200,62.1,28.2,685,221
day6,59:10.2,6.33,199,61.2,28.3,685,220
day6,09:11.9,6.19,199,63.5,28.1,684,221
day6,19:13.5,6.33,198,62.7,28.4,684,221
day6,29:15.1,6.26,198,62.4,28.2,681,222
day6,39:16.7,6.37,196,63.5,28.4,684,221
day6,49:18.3,6.22,195,63.8,28,683,222
day6,59:19.9,6.26,194,63.8,28.1,684,222
day6,09:21.5,6.26,194,63,28.1,684,222
day6,19:23.0,6.26,194,62.7,28,684,222
day6,29:24.6,6.26,191,63.2,27.9,682,222
day6,39:26.1,6.26,191,63.2,27.8,684,223
day6,49:27.7,6.3,184,63.7,27.7,682,222
day6,59:29.1,6.19,187,64.2,27.7,684,220
day6,09:30.6,6.08,183,64,27.8,684,222
day6,19:32.0,6.19,181,64.9,27.6,684,222
day6,29:33.3,6.15,175,65.1,27.6,685,223
day6,39:34.6,6.19,167,65.4,27.5,684,222
day6,49:35.7,6.11,156,64.9,27.5,682,223
day6,59:36.7,6.19,140,65,27.3,685,222
day6,09:38.4,6.15,116,65.4,27.3,682,223
day7,10:29.7,6.15,214,70.3,27.5,684,186
day7,20:32.4,5.38,219,69.6,27.8,683,202
day7,30:34.2,6.33,220,65.1,29.5,684,210
day7,40:36.2,6.96,219,60.3,31.6,682,212
day7,50:38.1,7.15,224,56.8,32.7,681,212
day7,00:39.9,7.33,222,56.4,33.4,684,214
day7,10:41.7,7.48,217,55.5,33.5,683,214
day7,20:43.5,7.33,209,60.4,30.7,684,213
day7,30:45.2,7.18,204,64,29.7,684,211
day7,40:47.0,7.07,211,64.8,28.8,681,208
day7,50:48.8,6.89,214,63.8,28.6,682,207
day7,00:50.6,6.59,216,62.6,29,684,205
day7,10:52.5,6.48,217,61.6,28.9,684,208
day7,20:54.3,6.67,217,60.3,29,683,207
day7,30:56.1,6.63,214,61.6,29,684,205
day7,40:57.9,6.48,217,59,29,682,205
day7,50:59.7,6.45,216,60.9,29.1,684,206
day7,01:01.6,6.48,216,61.7,28.8,683,205
day7,11:03.4,6.45,215,61.2,29.1,683,208
day7,21:05.2,6.33,215,60.2,29.3,685,204
day7,31:07.0,6.04,213,59.1,29,682,209
day7,41:08.8,6.48,213,59.1,29.3,684,205
day7,51:10.4,6.15,213,58.4,29.3,683,194
day7,01:12.0,5.49,212,58.4,29.2,684,209
day7,11:13.8,6.37,211,59.4,29.1,682,203
day7,21:15.5,6,210,60.8,28.9,684,205
day7,31:17.3,6.11,209,60.3,28.6,683,208
day7,41:19.0,6.33,209,60.8,28.8,684,205
day7,51:20.6,6.08,208,60.5,28.7,684,207
day7,01:22.3,6.15,203,61,28.7,681,208
day7,11:23.9,6.19,207,59.8,28.9,683,205
day7,21:25.5,6.48,202,60.2,28.7,684,209
day7,31:27.0,5.97,205,60.1,28.6,684,210
day7,41:28.3,5.89,204,59.1,28.5,684,212
day7,51:29.9,5.89,204,60.4,28.2,682,212
day7,01:31.4,6,203,60.8,28.5,684,214
day7,11:33.0,5.78,203,62.7,28.2,684,216
day7,21:34.6,6.15,202,62.6,28.5,684,215
day7,31:36.0,6,195,62,28.6,682,221
day7,41:37.5,5.97,200,61.4,28.5,684,224
day7,51:38.9,6.04,199,62.4,28.6,682,224
day7,01:40.3,5.93,199,62.3,28.4,684,225
day7,11:41.8,5.93,198,61.6,28.3,685,230
day7,21:43.2,6.08,197,61.3,28.1,684,231
day7,31:44.6,6.11,197,62.9,28.2,684,230
day7,41:46.1,6.19,196,63.5,28.4,684,229
day7,51:47.6,6.04,195,63.1,28.3,682,227
day7,01:49.2,6,195,63.2,28.2,684,229
day7,11:50.7,6.11,193,63.2,28.3,684,227
day7,21:52.0,6.04,194,63.4,28.1,683,226
day7,31:53.2,5.89,191,64.4,28.1,684,229
day7,41:54.8,6,192,64.3,28,683,228
day7,51:56.1,5.97,188,64.6,27.9,684,228
day7,01:57.4,6,187,65.2,27.8,683,225
day7,11:58.6,5.89,184,65.2,27.7,683,227
day7,21:59.8,6.08,182,65.5,27.7,684,228
day7,32:01.1,6.15,176,65.8,27.6,682,227
day7,42:02.2,6.15,169,66.1,27.6,687,230
day7,52:04.3,5.71,158,66.8,27.4,682,224
day7,02:06.1,6.04,138,67.1,27.4,682,224
day7,12:07.6,6.04,106,67.3,27.3,682,223
day8,01:34.0,5.45,152,72.2,26.2,683,200
day8,11:35.4,6.11,170,71.3,26.3,684,208
day8,21:36.8,6.56,169,71.6,26.4,682,211
day8,31:38.5,6.7,199,71.7,26.6,685,212
day8,41:40.2,6.67,206,70.8,26.6,684,213
day8,51:42.1,6.78,222,68.6,27.6,684,216
day8,01:44.0,6.96,223,64.1,29.5,684,217
day8,11:45.9,7.04,218,61.6,30.7,682,217
day8,21:47.8,7.07,224,61,31,683,217
day8,31:49.7,6.93,225,62.9,30.1,682,215
day8,41:51.6,6.93,223,58.7,32,682,213
day8,51:53.3,6.59,212,60,31,684,176
day8,01:54.8,4.23,208,62,30.4,684,205
day8,11:56.6,6.08,218,62,30.6,685,216
day8,21:58.4,6.59,215,65.2,29.5,685,216
day8,32:00.3,6.59,217,64.7,29,685,213
day8,42:02.1,6.37,218,65.4,28.9,685,208
day8,52:03.9,6.04,217,65.4,29,684,215
day8,02:05.8,6.37,218,65.3,29.2,684,221
day8,12:07.6,6.59,218,65.6,29.5,682,216
day8,22:09.4,6.37,212,64.2,29.3,684,219
day8,32:11.2,6.48,216,65.2,29.4,684,222
day8,42:13.0,6.48,213,65.3,29.2,684,215
day8,52:14.7,5.97,216,65.4,28.9,684,222
day8,02:16.5,6.26,216,66,28.7,681,224
day8,12:18.2,6.33,212,65.1,29,684,227
day8,22:19.9,6.33,213,65.3,28.7,683,229
day8,32:21.6,6.26,210,65.1,28.8,684,236
day8,42:23.4,6.48,214,62.9,29,683,236
day8,52:25.1,6.33,213,63,29.2,682,230
day8,02:26.6,5.97,212,64.5,28.8,684,230
day8,12:28.4,5.89,211,64.7,29,684,238
day8,22:30.0,6.33,211,63.3,29,685,236
day8,32:31.7,6.04,210,64.3,29,684,239
day8,42:33.5,6.15,206,64.5,29,683,245
day8,52:35.2,6.56,209,65.1,29,682,243
day8,02:36.9,6.33,207,65,29,682,240
day8,12:38.6,6.15,202,64.3,29.1,684,242
day8,22:40.2,6.26,203,63,29,684,240
day8,32:41.6,6.04,206,63.6,29,684,242
day8,42:43.2,6.37,205,64.6,28.8,682,243
day8,52:44.8,6.15,205,63.3,29,684,249
day8,02:46.4,6.48,205,62.3,29,683,234
day8,12:47.7,5.67,204,63.2,28.6,682,238
day8,22:49.4,6.04,207,63.3,28.8,684,241
day8,32:50.9,6.19,206,63.7,28.7,684,237
day8,42:52.6,6,205,64.2,28.7,684,239
day8,52:54.0,6.08,203,65.1,28.6,683,235
day8,02:55.5,5.89,201,64.7,28.6,684,244
day8,12:57.1,6.45,202,64.3,28.7,682,249
day8,22:58.8,6.67,200,63.7,28.6,684,248
day8,33:00.4,6.59,200,62.1,28.6,681,248
day8,43:02.1,6.63,201,65.3,28.6,684,237
day8,53:03.5,6,197,65.2,28.2,684,239
day8,03:05.0,6.11,196,65.4,28.2,681,242
day8,13:06.6,6.48,196,65.5,28.4,682,244
day8,23:08.2,6.56,195,66.2,28.2,681,234
day8,33:09.7,6,194,66.4,28.2,682,240
day8,43:11.3,6.37,194,65.8,28.1,681,237
day8,53:12.8,6.3,193,65.8,28,684,240
day8,03:14.3,6.45,186,65.8,28.1,681,240
day8,13:15.7,6.45,184,66.1,28,683,240
day8,23:17.1,6.37,179,65.8,27.9,684,235
day8,33:18.5,6.08,174,65.3,27.8,682,242
day8,43:19.7,6.59,167,65.8,27.9,683,245
day8,53:20.8,6.74,156,67.4,27.7,686,251
day8,03:21.8,6.59,136,66.4,27.7,682,238
day8,13:23.3,6.48,106,67.9,27.7,682,238
day8,23:24.4,6.37,57,68.1,27.6,693,252
