DAY,TIME,PH,SUNLIGHT,HUMIDITY,TEMPERATURE,SOIL MOISTURE,WATER LEVEL
day17,53:14.4,7.94,185,63.8,30.3,677,613
day17,03:15.4,7.9,182,63.6,30.2,677,616
day17,13:16.5,7.79,180,62.7,30,679,619
day17,23:18.5,7.71,177,63.5,30,676,616
day17,33:19.6,7.68,175,64,30.1,677,616
day17,43:21.7,7.75,172,63.5,29.9,676,616
day17,53:22.7,7.79,171,63.1,29.9,678,620
day17,03:24.7,7.86,170,62.7,30,679,622
day17,13:25.8,8.01,169,60.9,29.6,678,619
day17,23:27.7,8.01,169,61.3,29.8,678,620
day17,33:28.8,8.12,167,62.6,29.9,678,620
day17,43:30.7,8.19,167,61.6,30,676,614
day17,53:31.8,8.12,166,62.9,30,678,621
day17,03:33.7,7.79,165,62.9,29.5,679,624
day17,13:34.8,7.79,165,64.4,29.8,678,626
day17,23:36.6,7.64,163,63.6,29.3,679,619
day17,33:37.7,7.6,163,62.8,29.4,676,620
day17,43:39.5,7.79,162,62.9,29.5,679,621
day17,53:41.6,7.86,162,59.6,29.2,678,620
day17,03:43.7,7.71,162,58.4,28.9,678,625
day17,13:45.8,7.79,161,58.7,29.1,677,622
day17,23:47.8,7.53,158,59.9,29.3,678,621
day17,33:49.9,7.49,159,64.2,28.8,679,623
day17,43:51.9,7.53,152,64.6,29,678,625
day17,53:53.9,7.49,151,61.5,29.3,679,623
day17,03:55.9,7.23,153,64,28.7,679,622
day17,13:57.8,7.16,151,64.3,29,678,631
day17,23:59.8,7.2,150,60.7,29.1,678,633
day17,34:01.8,7.38,150,62.3,28.8,678,631
day17,44:03.7,7.53,149,62.6,28.8,679,634
day17,54:05.7,7.83,149,63.2,28.8,678,633
day17,04:07.6,7.64,148,63.1,28.7,679,638
day17,14:09.5,7.86,145,62.6,28.8,678,631
day17,24:11.3,7.97,141,63,28.9,678,636
day17,34:13.1,7.68,136,66.3,28.4,679,637
day17,44:14.8,7.79,129,66.2,28.5,679,637
day17,54:16.3,7.71,117,67.2,28.5,678,637
day17,04:17.6,7.53,95,68.9,28.1,678,633
day17,14:19.6,7.53,61,69,28.2,677,634
day17,24:21.3,7.35,17,68.3,28,677,632
day17,34:22.9,7.42,0,69.3,28,679,608
day18,45:47.1,6.9,222,71.1,27.9,682,540
day18,55:50.0,6.98,218,58.4,33.3,683,583
day18,05:51.4,7.12,223,54.6,35,682,603
day18,15:52.8,7.2,223,53.7,35.7,682,613
day18,25:54.2,7.16,224,54.9,35.1,684,625
day18,35:55.8,8.23,220,53,36,682,634
day18,45:57.3,7.94,225,49.6,38.4,683,618
day18,55:58.7,8.38,219,53.4,36.2,683,643
day18,05:59.9,8.53,213,52.4,37,684,647
day18,16:01.2,8.97,212,57.9,33.7,684,653
day18,26:02.5,8.19,204,62.9,31.5,682,657
day18,36:03.9,8.42,213,62.8,31.4,683,659
day18,46:05.3,8.38,211,62.9,31.2,682,662
day18,56:06.8,8.12,212,63.2,30.9,684,667
day18,06:08.2,8.53,211,62.5,31.3,682,665
day18,16:09.5,8.38,211,62.7,31.1,683,668
day18,26:10.9,8.19,210,59.5,31.4,683,667
day18,36:12.2,7.97,211,62,31.3,681,667
day18,46:13.5,7.79,211,61.5,31.5,683,667
day18,56:14.7,8.01,210,62.1,31.4,683,667
day18,06:16.0,8.6,209,62.6,31.4,683,669
day18,16:17.2,8.71,207,63.6,30.5,683,669
day18,26:18.5,9.41,206,64.4,30,682,668
day18,36:19.9,9.26,206,64.7,30.4,683,668
day18,46:21.1,9.71,204,65.2,29.9,682,669
day18,56:22.4,9.78,203,64.3,30.5,682,670
day18,06:24.0,9.97,202,65.4,30.3,682,670
day18,16:25.6,10.15,201,67,29.6,683,671
day18,26:27.2,10.15,197,66.8,29.5,684,674
day18,36:28.8,10.78,195,66.1,29.7,682,672
day18,46:30.2,13.1,195,66.2,29.9,683,674
day18,56:31.7,10.37,194,66,29.6,682,673
day18,06:33.2,10,193,65.3,29.5,681,672
day18,16:34.7,10.15,192,64.8,29.5,682,672
day18,26:36.0,9.97,192,64.9,29.6,683,673
day18,36:37.1,9.19,191,63.5,29.5,682,674
day18,46:38.5,10,190,62.8,29.5,682,673
day18,56:39.7,9.89,190,63.5,29.3,682,664
day18,06:41.1,9.86,188,64,29.4,682,669
day18,16:42.4,10.08,187,60.4,29.4,682,669
day18,26:43.8,9.89,187,62.8,29.5,683,673
day18,36:45.3,10,186,64,29.2,683,668
day18,46:46.8,10.26,186,64.1,29.4,683,671
day18,56:48.3,10.45,184,64.9,29,681,669
day18,06:49.7,10.26,184,65.7,29.3,683,671
day18,16:51.2,10.19,183,64.2,29.1,683,672
day18,26:52.6,10.08,183,64.3,29.1,683,672
day18,36:54.0,10,182,64.8,29.1,681,671
day18,46:55.4,10.15,182,65.5,29,682,673
day18,56:56.9,10.15,181,65.9,29,683,672
day18,06:58.3,10.59,179,66.1,28.9,683,675
day18,16:59.7,10.67,180,65,28.7,683,673
day18,27:01.1,10.89,178,65.6,28.6,683,672
day18,37:02.5,10.89,177,62.3,29,682,672
day18,47:03.9,11.07,177,65.4,28.9,683,674
day18,57:05.3,11.66,175,66.5,28.5,683,675
day18,07:06.7,11.52,174,66,28.4,682,674
day18,17:08.0,11.66,173,66.2,28.4,682,674
day18,27:09.3,12.03,169,66.9,28.3,682,673
day18,37:10.5,12.7,165,65.5,28.5,682,673
day18,47:11.7,12.88,158,65.2,28.3,683,674
day18,57:12.7,12.81,146,67,28.2,683,671
day18,07:14.6,12.25,125,66.7,28.1,682,670
day19,20:48.0,9.3,215,63.5,29.8,683,651
day19,30:49.5,9.41,216,58.8,30.3,681,650
day19,40:51.0,10.22,216,61.1,30.5,683,656
day19,50:52.8,10.04,214,60.6,30.5,683,650
day19,00:54.6,10.48,213,62.8,30.3,684,657
day19,10:56.3,11.66,210,61.3,30.4,683,656
day19,20:58.1,11.89,210,62.7,30,681,656
day19,30:59.9,10.96,212,62.2,29.9,683,660
day19,41:01.4,12.99,212,62.7,30.1,681,655
day19,51:02.8,9.38,210,61.8,30,680,662
day19,01:04.4,10.08,209,62.7,30,683,663
day19,11:06.1,9.97,208,61.7,29.7,681,663
day19,21:07.8,10.89,209,62.2,30,683,666
day19,31:09.3,11.33,205,63.2,29.6,683,665
day19,41:11.0,11.48,207,63.1,29.8,683,668
day19,51:12.7,11.19,209,62.8,29.8,683,671
day19,01:14.4,11.7,209,60,30,683,670
day19,11:15.6,7.6,206,59.8,29.8,683,664
day19,21:16.8,7.35,208,60.7,30.1,680,660
day19,31:18.0,7.35,201,61.3,29.8,681,663
day19,41:19.2,7.35,202,60,29.7,683,658
day19,51:20.4,7.49,201,60.9,29.5,683,657
day19,01:21.6,7.53,201,61.1,29.5,681,648
day19,11:22.8,8.49,202,62.5,29.5,680,644
day19,21:24.0,8.27,203,62.2,29.5,680,654
day19,31:25.2,9.38,204,60.8,29.6,682,655
day19,41:26.5,9.15,204,59.6,29.7,682,662
day19,51:27.7,9.15,204,56,29.7,682,661
day19,01:29.0,9.12,203,57.7,29.9,682,645
day19,11:30.4,8.86,204,59.3,29.9,683,662
day19,21:31.7,8.53,201,56.7,29.9,682,665
day19,31:33.3,8.23,201,57.3,29.8,683,657
day19,41:34.8,11.22,202,59.5,29.8,683,662
day19,51:36.2,10.33,201,59.3,29.9,681,659
day19,01:37.7,9.78,198,58.6,29.8,683,671
day19,11:39.0,10.26,196,57.9,29.6,683,671
day19,21:40.4,10.15,192,56.9,29.5,683,661
day19,31:41.6,9.26,185,55.1,29.5,683,672
day19,41:42.7,9.15,183,54.9,29.5,686,731
day20,40:02.5,8.12,201,70.5,29.4,682,580
day20,50:03.7,9.19,203,71,29.4,681,601
day20,00:05.0,10.08,205,69.6,29.1,682,610
day20,10:06.3,9.71,206,68.9,29.2,680,617
day20,20:07.8,9.86,207,67.2,29.5,682,625
day20,30:09.3,10.26,206,66.5,29.7,682,625
day20,40:11.0,10.67,206,67.1,29.6,682,626
day20,50:12.7,11,205,67.7,29.6,682,628
day20,00:14.5,10.67,208,68.7,30,680,635
day20,10:16.1,11.07,207,66.3,30.1,680,638
day20,20:17.8,11.48,201,65.7,29.9,679,627
day20,30:19.4,11.66,201,66.7,29.8,681,626
day20,40:21.2,10.93,205,65.1,30,679,627
day20,50:22.8,11.52,206,64,30.2,682,652
day20,00:24.5,10.59,207,65.6,30.3,682,640
day20,10:26.1,12.33,206,64.1,30.6,681,650
day20,20:27.7,10.78,206,62.5,30.6,683,637
day20,30:29.3,10.67,205,63.1,30.8,680,654
day20,40:30.9,15.35,205,62.2,30.6,682,649
day20,50:32.4,11.55,206,63.9,30.7,682,655
day20,00:34.1,11.15,204,63.2,30.6,682,643
day20,10:35.6,7.35,205,63.9,30.7,680,659
day20,20:37.2,10.78,204,62.5,30.5,680,663
day20,30:38.8,9.56,204,61.9,30.5,681,654
day20,40:40.4,12.62,203,58.8,30.7,681,659
day20,50:41.9,12.66,198,60.4,30.6,679,642
day20,00:43.4,21.78,202,63.2,30.6,680,645
day20,10:45.0,12.44,200,62.4,30.5,681,639
day20,30:48.1,13.32,198,61.3,30.4,682,655
day20,40:49.6,11.85,198,61.9,30.2,682,658
day20,00:52.7,11.81,197,61.5,30.1,682,666
day20,10:54.2,13.29,193,62.1,30,682,660
day20,20:55.7,7.31,196,61.2,30,682,640
day20,30:57.1,10.45,198,61,30.1,679,627
day20,40:58.4,11.74,187,63.9,30,679,645
day20,50:59.7,11.07,184,63.2,29.8,679,635
day20,01:00.8,13.4,177,64.1,29.6,679,633
day20,11:02.1,10.37,172,65.6,29.5,679,627
day20,21:03.4,10.74,168,65.7,29.5,680,635
day20,41:05.5,10.37,158,66.2,29.2,682,635
day20,51:06.6,11.07,149,66.2,29.2,680,629
day20,01:08.5,13.14,135,67.5,29.1,682,626
day20,11:10.3,11.92,109,67.5,29,682,625
day20,21:11.5,10.59,67,66.8,29,682,631
day21,14:48.0,12.37,199,62.6,29.8,681,629
day21,24:49.0,27.13,200,63.3,30.2,680,633
day21,34:50.5,9.38,197,61.2,30,679,639
day21,44:52.2,11.41,198,61.7,29.8,681,645
day21,54:53.8,13.32,198,60.3,30,679,643
day21,04:55.2,18.82,196,58.9,29.8,679,644
day21,14:56.5,8.6,194,58,29.8,681,638
day21,24:57.9,10.3,194,60.6,29.7,679,647
day21,34:59.5,10.96,193,59.9,29.7,681,652
day21,45:00.9,12.88,191,60.3,29.7,681,642
day21,55:02.2,8.53,186,61.9,29.6,681,645
day21,05:03.4,11.44,184,61.6,29.5,681,646
day21,15:04.8,10.26,180,61.2,29.5,680,649
day21,25:06.0,11.74,175,60.6,29.4,679,651
day21,35:07.2,8.97,171,61.6,29.3,681,652
day21,45:08.2,13.44,160,62.1,29.2,682,653
day21,55:10.2,11.29,144,61.5,29,681,643
day21,05:11.7,8.71,126,62.5,29.1,681,640
day21,15:13.0,10,94,64,28.9,681,640
day21,25:15.0,10.59,39,64.3,28.9,681,638
day22,54:55.0,7.12,215,60.6,33,680,622
day22,04:56.2,7.31,209,62.2,31.9,680,626
day22,14:57.5,7.42,209,62.4,31,681,634
day22,24:58.7,7.64,209,64.2,30.5,681,634
day22,35:00.0,7.86,210,64,30.5,680,637
day22,45:01.3,8.01,210,63.3,30.8,681,641
day22,55:02.6,8.19,210,62.9,30.8,681,643
day22,05:03.9,8.27,212,63.3,30.9,680,644
day22,15:05.2,8.38,212,61.5,31.1,681,648
day22,25:06.4,8.42,210,62.2,31,680,648
day22,35:07.7,8.49,205,61.9,31.3,680,649
day22,45:08.9,8.53,204,61,31,681,655
day22,55:10.2,8.53,210,61.3,30.9,680,655
day22,05:11.5,8.19,211,59.7,31.1,680,655
day22,15:12.8,8.42,209,60,31.3,680,650
day22,25:14.0,8.53,206,59.2,31,681,656
day22,35:15.2,8.49,204,58.8,30.9,681,659
day22,45:16.5,8.42,206,60.1,30.9,680,656
day22,55:17.7,8.42,206,58.8,31,680,661
day22,05:19.0,8.3,207,58.2,31.1,680,661
day22,15:20.2,8.34,206,57.2,31,679,655
day22,25:21.4,8.49,206,58.7,31,680,657
day22,35:22.7,8.42,207,59.7,31.1,680,659
day22,45:23.9,8.38,208,55.1,31.1,680,659
day22,55:25.2,8.45,207,56.5,31.1,681,660
day22,05:26.4,8.53,209,57.4,31.1,680,653
day22,15:27.6,8.45,207,59,31.3,679,655
day22,25:28.9,8.56,206,58.8,31,680,661
day22,35:30.1,8.49,206,56.5,31,681,661
day22,45:31.3,8.49,204,57.1,30.9,680,658
day22,55:32.5,8.42,203,57.8,31,679,648
day22,05:33.7,8.97,202,58.6,31,681,651
day22,15:34.8,8.67,200,59.2,31,679,654
day22,25:36.0,8.53,194,60.5,30.5,680,643
day22,35:37.2,8.75,202,59.2,30.8,679,650
day22,45:38.4,8.82,203,58.9,30.7,681,654
day22,55:39.5,8.67,201,61.4,30.6,681,654
day22,05:40.7,8.34,201,60.9,30.6,680,658
day22,15:41.9,8.49,201,60,30.5,680,651
day22,25:43.0,8.56,198,60.1,30.6,680,655
day22,35:44.1,8.64,192,60.4,30.5,679,646
day22,45:45.3,8.71,201,60.8,30.6,680,647
day22,55:46.4,8.78,198,60.8,30.5,679,645
day22,05:47.5,8.86,196,59.9,30.7,680,655
day22,15:48.6,8.53,191,60.1,30.4,679,651
day22,25:49.6,8.82,189,61.3,30.3,680,650
day22,35:50.7,8.9,187,61.5,30,680,648
day22,45:51.8,8.78,192,63.5,30,680,647
day22,55:53.7,8.67,174,64.1,29.6,679,644
day22,05:55.7,8.9,158,63.4,29.6,680,645
day22,15:57.7,8.71,156,65.2,29.5,681,648
day22,25:59.5,8.71,136,65.3,29.5,680,650
day22,36:01.5,8.6,150,65.6,29.4,679,650
day22,46:03.4,8.53,150,65,29.2,679,645
day22,56:05.2,8.86,146,64.3,29.2,679,644
day22,06:06.9,8.97,131,65.8,29.1,680,650
day22,16:08.1,8.9,108,64.8,29.1,679,645
day22,26:09.9,8.78,55,65.6,29.1,679,646
day22,36:11.5,8.86,0,64.4,29,679,644
day23,34:52.3,6.94,217,60.7,32.6,676,555
day23,44:53.7,6.9,217,59.5,32.9,679,608
day23,54:55.0,7.12,215,60.6,33,680,622
day23,04:56.2,7.31,209,62.2,31.9,680,626
day23,14:57.5,7.42,209,62.4,31,681,634
day23,24:58.7,7.64,209,64.2,30.5,681,634
day23,35:00.0,7.86,210,64,30.5,680,637
day23,45:01.3,8.01,210,63.3,30.8,681,641
day23,55:02.6,8.19,210,62.9,30.8,681,643
day23,05:03.9,8.27,212,63.3,30.9,680,644
day23,15:05.2,8.38,212,61.5,31.1,681,648
day23,25:06.4,8.42,210,62.2,31,680,648
day23,35:07.7,8.49,205,61.9,31.3,680,649
day23,45:08.9,8.53,204,61,31,681,655
day23,55:10.2,8.53,210,61.3,30.9,680,655
day23,05:11.5,8.19,211,59.7,31.1,680,655
day23,15:12.8,8.42,209,60,31.3,680,650
day23,25:14.0,8.53,206,59.2,31,681,656
day23,35:15.2,8.49,204,58.8,30.9,681,659
day23,45:16.5,8.42,206,60.1,30.9,680,656
day23,55:17.7,8.42,206,58.8,31,680,661
day23,05:19.0,8.3,207,58.2,31.1,680,661
day23,15:20.2,8.34,206,57.2,31,679,655
day23,25:21.4,8.49,206,58.7,31,680,657
day23,35:22.7,8.42,207,59.7,31.1,680,659
day23,45:23.9,8.38,208,55.1,31.1,680,659
day23,55:25.2,8.45,207,56.5,31.1,681,660
day23,05:26.4,8.53,209,57.4,31.1,680,653
day23,15:27.6,8.45,207,59,31.3,679,655
day23,25:28.9,8.56,206,58.8,31,680,661
day23,35:30.1,8.49,206,56.5,31,681,661
day23,45:31.3,8.49,204,57.1,30.9,680,658
day23,55:32.5,8.42,203,57.8,31,679,648
day23,05:33.7,8.97,202,58.6,31,681,651
day23,15:34.8,8.67,200,59.2,31,679,654
day23,25:36.0,8.53,194,60.5,30.5,680,643
day23,35:37.2,8.75,202,59.2,30.8,679,650
day23,45:38.4,8.82,203,58.9,30.7,681,654
day23,55:39.5,8.67,201,61.4,30.6,681,654
day23,05:40.7,8.34,201,60.9,30.6,680,658
day23,15:41.9,8.49,201,60,30.5,680,651
day23,25:43.0,8.56,198,60.1,30.6,680,655
day23,35:44.1,8.64,192,60.4,30.5,679,646
day23,45:45.3,8.71,201,60.8,30.6,680,647
day23,55:46.4,8.78,198,60.8,30.5,679,645
day23,05:47.5,8.86,196,59.9,30.7,680,655
day23,15:48.6,8.53,191,60.1,30.4,679,651
day23,25:49.6,8.82,189,61.3,30.3,680,650
day23,35:50.7,8.9,187,61.5,30,680,648
day23,45:51.8,8.78,192,63.5,30,680,647
day23,55:53.7,8.67,174,64.1,29.6,679,644
day23,05:55.7,8.9,158,63.4,29.6,680,645
day23,15:57.7,8.71,156,65.2,29.5,681,648
day23,25:59.5,8.71,136,65.3,29.5,680,650
day23,36:01.5,8.6,150,65.6,29.4,679,650
day23,46:03.4,8.53,150,65,29.2,679,645
day23,56:05.2,8.86,146,64.3,29.2,679,644
day23,06:06.9,8.97,131,65.8,29.1,680,650
day23,16:08.1,8.9,108,64.8,29.1,679,645
day23,26:09.9,8.78,55,65.6,29.1,679,646
day23,36:11.5,8.86,0,64.4,29,679,644
day24,35:51.4,8.3,215,61.9,29.6,678,635
day24,45:52.7,8.53,216,61,30.1,678,648
day24,55:54.0,8.6,216,60.5,30.1,679,652
day24,05:55.4,8.75,215,60.5,29.9,680,638
day24,15:56.7,9.01,216,61,30.1,678,647
day24,25:58.0,9.15,209,60.7,30.3,680,655
day24,35:59.3,9.19,211,58.6,29.8,679,658
day24,46:00.6,8.86,213,57.9,29.9,678,655
day24,56:01.9,8.6,214,59.3,29.7,679,651
day24,06:03.2,8.78,205,59.9,30.3,678,652
day24,16:04.4,8.86,209,60.3,30.1,678,651
day24,26:05.7,8.78,201,61.4,29.6,677,660
day24,36:06.8,8.78,210,58.5,30.2,680,653
day24,46:07.8,0,0,62.8,29.5,679,651
day27,55:07.1,9.97,220,68.8,30.6,682,394
day27,05:09.7,9.71,219,60.6,33,682,449
day27,58:25.9,9.49,220,56.3,36,679,272
day27,58:32.4,9.52,219,56.9,35.8,677,272
day27,08:34.1,10.56,220,56.7,35.8,679,276
day27,18:36.0,10.56,219,63.7,32.3,679,279
day27,28:37.8,10.96,219,64.7,31.9,681,287
day27,38:39.7,11.44,219,64.1,31.8,681,287
day27,48:41.5,11.26,219,65.3,31.9,679,293
day27,58:43.4,11.66,218,63.8,31.9,678,296
day27,08:45.2,11.77,218,64.7,31.8,679,299
day27,18:47.1,11.74,218,62.6,32,678,301
day27,28:48.9,11.92,217,61.7,31.8,677,299
day27,38:50.7,12.07,216,61.8,31.9,679,302
day27,48:52.5,12.59,216,46.3,32,680,319
day27,58:54.4,12.14,216,46.4,32,679,321
day27,08:56.2,10.63,215,45.8,31.9,679,326
day27,18:58.0,12.07,215,44.3,32.2,680,314
day27,28:59.8,11.07,214,46.2,31.9,679,325
day27,39:01.6,12.51,214,43.6,32.1,680,322
day27,49:03.2,11.22,213,44.9,31.9,677,309
day27,59:04.5,7.04,212,46.9,31.7,680,323
day27,09:05.8,8.98,212,47.2,31.5,680,313
day27,19:07.1,8.98,211,50.8,31.6,678,303
day27,29:08.4,9.03,210,45.5,31.7,678,305
day27,39:09.7,8.73,210,50.9,31.7,678,309
day27,49:10.9,8.73,209,50.2,31.3,678,315
day27,59:12.2,8.63,209,48.7,31.5,677,316
day27,09:13.4,8.58,208,48.9,31.2,680,323
day27,19:14.7,8.25,208,49.1,31.3,680,319
day27,29:16.0,8.28,208,50.3,31.3,679,322
day27,39:17.2,8.28,207,51.2,31.1,680,318
day27,49:18.5,8.22,207,52.1,31,680,309
day27,59:19.7,8.31,207,54,30.7,678,313
day27,09:20.9,8.04,206,54,30.8,680,321
day27,19:22.2,8.22,206,55.5,31,680,317
day27,29:23.4,8.02,206,56.2,30.8,680,319
day27,39:24.6,7.83,206,57.2,30.7,678,315
day27,49:25.9,7.72,205,56.2,30.5,678,311
day27,59:27.1,7.8,205,56.2,30.8,679,310
day27,09:28.3,7.72,204,57.5,30.8,680,312
day27,19:29.5,7.77,204,55.9,30.5,680,315
day27,29:30.7,7.77,204,57.1,30.6,680,317
day27,39:31.9,7.88,203,55.9,30.5,679,317
day27,49:33.1,7.99,204,54.9,30.3,679,311
day27,59:34.3,7.96,202,57.5,30.5,678,311
day27,09:35.5,7.94,201,58.1,30.2,680,317
day27,19:36.7,7.9,200,58.1,30.2,680,325
day27,29:37.9,7.94,199,57.2,30.2,680,318
day27,39:39.0,7.74,198,56.8,30,680,316
day27,49:40.1,7.82,197,58.2,30,678,325
day27,59:41.3,7.9,196,59.5,29.9,679,326
day27,09:42.4,8.02,194,59.8,29.9,677,323
day27,19:43.4,8.01,192,61,29.6,685,328
day27,29:44.5,7.9,188,61.1,29.4,679,320
day27,39:45.6,7.96,183,63,29.3,681,320
day27,49:47.6,7.99,175,62.3,29.4,678,321
day27,59:49.5,8.06,164,62.1,29.4,680,321
day27,09:51.3,7.94,145,63.6,29.1,677,307
day27,19:52.6,8.01,115,63.8,29.1,680,318
day26,49:51.2,7.71,213,64.1,32.7,682,406
day26,59:52.5,8.16,216,60.3,34.4,682,439
day26,09:53.8,8.38,211,58.5,34.9,681,470
day26,19:55.2,8.56,216,61.9,33.4,682,484
day26,29:56.5,8.86,216,61,33.1,681,497
day26,39:58.0,9.08,219,57.7,35,682,506
day26,49:59.3,9.23,220,55.1,36.3,683,521
day26,00:00.7,9.38,219,54.8,35.9,683,530
day26,10:02.1,9.56,219,52.8,36.3,683,540
day26,20:03.4,9.71,219,60.2,32,683,545
day26,30:05.1,9.89,218,61.1,31.7,679,541
day26,40:07.0,7.04,218,59.8,31.1,682,551
day26,50:08.8,7.15,218,59.4,31.5,682,547
day26,00:10.6,7.33,217,59.2,31.4,682,546
day26,10:12.5,7.56,217,59.3,31.4,681,555
day26,20:14.3,7.59,217,58.5,31.6,679,553
day26,30:16.1,7.74,216,58.1,31.5,681,556
day26,40:17.9,7.74,216,59,31.3,679,558
day26,50:19.8,7.93,216,58.4,31.5,681,563
day26,00:21.6,7.89,216,58.6,31.6,678,563
day26,10:23.4,7.96,215,57.2,31.5,680,565
day26,20:25.2,7.85,215,58.2,31.5,682,569
day26,30:27.0,7.89,214,58.6,31.6,680,563
day26,40:28.8,8.07,213,57.9,31.7,681,567
day26,50:30.6,7.96,213,58,31.7,681,568
day26,00:32.3,8.22,212,57.5,31.5,682,567
day26,10:34.1,8.18,211,56.1,31.2,679,567
day26,20:35.9,8.26,210,59.9,31.3,680,571
day26,30:37.6,8.26,210,58.2,31.4,681,568
day26,40:39.4,8.48,209,57.7,31.1,679,571
day26,50:41.1,8.66,208,59,31.1,681,571
day26,00:42.8,8.74,207,60.3,30.8,679,575
day26,10:44.6,8.77,207,59.9,31.2,681,576
day26,20:46.3,9.07,207,55.5,31,679,585
day26,30:48.0,9.07,207,58.4,31.2,679,576
day26,40:49.7,9.48,207,57.5,31.1,681,577
day26,50:51.5,9.55,206,57.1,31,682,592
day26,00:53.2,9.44,206,58,30.9,680,579
day26,10:54.9,9.55,205,60.1,31,682,594
day26,20:56.6,9.84,206,58.9,30.9,682,587
day26,30:58.3,10.03,205,58.2,30.8,679,596
day26,41:00.0,9.81,204,60.7,30.9,678,601
day26,51:01.7,9.7,204,59.3,30.6,680,595
day26,01:03.4,9.51,204,59.2,30.5,681,599
day26,11:05.0,9.7,203,61.1,30.7,682,595
day26,21:06.7,10.1,202,62.4,30.6,681,589
day26,31:08.4,10.4,202,63.5,30.4,679,585
day26,41:10.1,10.14,202,63.8,30.3,681,588
day26,51:11.7,10.03,201,63.1,30.2,681,599
day26,01:13.4,10.29,201,61,30.3,681,599
day26,11:15.0,10.4,200,63.8,30.1,679,598
day26,21:16.7,10.51,199,64,29.9,681,610
day26,31:18.3,10.55,199,63.5,30,679,608
day26,41:19.9,10.58,198,63.6,30,681,609
day26,51:21.5,10.58,197,64.8,29.8,680,607
day26,01:23.1,10.62,195,67.1,29.6,681,600
day26,11:24.7,10.69,194,66.3,29.6,681,605
day26,21:26.2,9.51,191,66.7,29.6,681,605
day26,31:27.7,9.25,187,67.6,29.5,681,609
day26,41:29.1,9.4,182,68.6,29.5,681,609
day26,51:30.4,9.25,173,68.7,29.2,681,610
day26,01:31.6,9.22,161,69.1,29.3,679,605
day26,11:32.6,9.25,141,69.8,29.1,681,604
day26,21:34.0,9.44,108,70.5,28.8,680,596
day26,31:35.1,8.92,38,70.9,29,681,593
day26,41:37.0,9.48,0,71,28.9,681,591
day25,18:46.0,7.07,150,70.7,27.7,682,408
day25,28:47.6,7.99,181,70.7,27.8,679,430
day25,08:37.2,7.64,195,68.5,30,677,427
day25,18:38.5,7.68,195,69.4,29.8,682,447
day25,28:39.7,6.93,210,67.6,30.2,680,460
day25,38:40.9,7.41,200,69,30.1,680,475
day25,48:42.2,7.74,209,69.3,29.9,682,490
day25,58:43.5,7.86,207,68.3,30,680,489
day25,08:45.0,7.97,207,67.6,30.3,679,497
day25,18:46.3,7.97,206,67.3,30.3,680,497
day25,28:47.6,7.97,206,66.9,30.2,681,498
day25,38:48.8,8,202,67.9,30.4,681,492
day25,48:50.0,7.71,194,67,30.1,682,502
day25,58:51.1,7.71,194,66.9,30.1,680,498
day25,08:52.2,7.56,195,67.4,30,682,496
day25,18:53.4,7.74,193,67.5,29.9,679,501
day25,28:54.5,7.34,195,68.3,29.9,679,516
day25,38:55.6,7.12,195,66.3,30,682,514
day25,48:56.7,7.41,192,65.3,30.2,680,532
day25,58:57.8,7.19,187,65.5,29.7,682,522
day25,08:59.0,7.15,192,65.9,30,681,531
day25,19:00.0,7.12,198,64.4,29.8,681,518
day25,29:01.1,7.19,197,66.1,29.8,683,521
day25,39:02.2,7.08,184,66,29.9,679,525
day25,49:03.3,7.01,196,64.7,30,679,529
day25,59:04.4,7.08,193,65.7,30,682,533
day25,09:05.5,7.15,196,66.7,30.1,682,545
day25,19:06.6,6.71,193,64.6,29.8,685,568
day25,29:07.7,6.75,193,66.8,29.9,682,543
day25,39:08.7,7.01,190,65.5,30,681,547
day25,49:09.8,7.04,188,64.8,29.8,681,552
day25,59:10.8,6.71,187,66.6,29.7,680,549
day25,09:11.9,6.9,186,68.3,29.6,679,549
day25,19:14.0,6.86,182,68.7,29.5,682,550
day25,29:15.0,6.82,178,68.8,29.5,682,548
day25,39:17.1,6.9,181,69.4,29.4,681,545
day25,49:19.1,6.86,164,70.2,29.3,682,551
day25,59:21.2,6.75,161,68.8,29.2,680,552
day25,09:23.2,6.71,163,69,29.2,682,555
day25,19:25.0,6.82,151,68.7,29.2,679,554
day25,29:26.6,6.6,121,69.5,28.9,681,550
day25,39:28.3,6.9,122,71.4,29.1,680,535
day25,49:30.0,6.97,136,71.5,29,682,531
day25,59:31.4,6.86,106,71.5,28.8,683,519
day25,09:32.5,7.08,90,70.9,28.9,682,513
day25,19:34.4,6.97,56,71.7,28.8,679,512
day25,29:36.0,7.01,0,72.6,28.8,679,517
day25,39:37.6,6.97,0,72.7,28.7,679,518
